,Word1,Word2,Word1_Syll,Word2_Syll,Freq_Per_Mil1,Log_Freq_Per_Mil1,Freq_Per_Mil2,Log_Freq_Per_Mil2,Syll_Delta,Freq_Delta
4171,bar,stop,1,1,85.98,3.6421,707.27,4.5572,0,0.9150999999999998
4172,prevent,stop,2,1,13.06,2.8241,707.27,4.5572,1,-1.7330999999999999
4173,flourish,develop,2,3,0.8,1.6232,9.61,2.6911,1,1.0679
4174,hire,engage,2,2,25.53,3.1149,6.16,2.4983,0,-0.6166
4175,lease,engage,1,2,6.27,2.5065,6.16,2.4983,1,-0.008199999999999985
4176,order,engage,2,2,156.57,3.9023,6.16,2.4983,0,-1.404
4177,occupy,engage,3,2,2.47,2.1038,6.16,2.4983,1,-0.39449999999999985
4178,massacre,slaughter,3,2,3.96,2.3075,5.45,2.4456,1,-0.1381000000000001
4179,reserve,retain,2,2,7.18,2.5647,2.37,2.0864,0,-0.4783000000000004
4180,reserve,earmark,2,2,7.18,2.5647,0.06,0.6021,0,-1.9626000000000001
4181,reserve,resist,2,2,7.18,2.5647,12.88,2.8182,0,0.25349999999999984
4182,discover,explore,3,2,12.04,2.7889,6.22,2.5024,1,0.28649999999999975
4183,dive,explore,1,2,12.82,2.8162,6.22,2.5024,1,-0.31379999999999963
4184,discover,divulge,3,2,12.04,2.7889,1.27,1.8195,1,0.9694
4185,discover,impart,3,2,12.04,2.7889,0.53,1.4472,1,1.3417
4186,communicate,impart,4,2,8.51,2.6385,0.53,1.4472,2,1.1913
4187,discover,identify,3,4,12.04,2.7889,16.18,2.917,1,0.12809999999999988
4188,key,identify,1,4,86.86,3.6465,16.18,2.917,3,-0.7295000000000003
4189,impair,damage,2,2,0.16,0.9542,33.06,3.2271,0,2.2729
4190,spoil,damage,1,2,11.63,2.7738,33.06,3.2271,1,0.45330000000000004
4191,direct,organize,2,3,24.04,3.0888,4.31,2.3444,1,-0.7444000000000002
4192,draw,write,1,1,40.41,3.3143,126.8,3.8108,0,0.49650000000000016
4193,draw,tie,1,1,40.41,3.3143,44.43,3.3555,0,0.04120000000000035
4194,drag,trail,1,1,26.45,3.1303,19.2,2.9912,0,-0.1391
4195,drag,brake,1,1,26.45,3.1303,5.98,2.4857,0,-0.6446000000000001
4196,manage,handle,2,2,21.47,3.0398,108.41,3.7427,0,0.7029000000000001
4197,cope,handle,1,2,3.25,2.2227,108.41,3.7427,1,1.52
4198,ravage,plunder,2,2,0.53,1.4472,0.84,1.6435,0,0.19629999999999992
4199,ravage,waste,2,1,0.53,1.4472,53.25,3.4341,1,-1.9868999999999999
4200,spend,waste,1,1,93.27,3.6774,53.25,3.4341,0,-0.24330000000000007
4201,perform,fulfill,2,2,16.1,2.9149,3.9,2.301,0,-0.6138999999999997
4202,redeem,fulfill,2,2,1.63,1.9243,3.9,2.301,0,0.37670000000000026
4203,elude,escape,2,2,0.41,1.3424,44.27,3.3539,0,2.0115
4204,run,escape,1,2,350.55,4.2523,44.27,3.3539,1,-0.8984000000000001
4205,elude,avoid,2,2,0.41,1.3424,24.29,3.0934,0,1.751
4206,boycott,avoid,2,2,0.96,1.699,24.29,3.0934,0,1.3943999999999999
4207,wash,rinse,1,1,40.73,3.3176,2.35,2.0828,0,-1.2348
4208,intend,contemplate,2,3,23.2,3.0734,1.24,1.8062,1,-1.2671999999999999
4209,slay,dispatch,1,2,2.14,2.0414,6.86,2.5453,1,0.5039000000000002
4210,remove,dispatch,2,2,21.25,3.0354,6.86,2.5453,0,-0.4901
4211,slay,hit,1,1,2.14,2.0414,275.0,4.1469,0,2.1054999999999997
4212,stumble,hit,2,1,1.96,2.0043,275.0,4.1469,1,-2.1425999999999994
4213,affect,hit,2,1,11.14,2.7551,275.0,4.1469,1,-1.3917999999999995
4214,make,hit,1,1,1387.75,4.8499,275.0,4.1469,0,-0.7030000000000003
4215,frighten,fear,2,1,6.35,2.5119,69.08,3.547,1,-1.0351000000000004
4216,frighten,scare,2,1,6.35,2.5119,33.57,3.2338,1,-0.7219000000000002
4217,wish,bid,1,1,235.12,4.0789,12.59,2.8082,0,-1.2707000000000002
4218,give,move,1,1,1167.82,4.775,418.14,4.3289,0,-0.4461000000000004
4219,agitate,move,3,1,0.43,1.3617,418.14,4.3289,2,-2.9672
4220,remove,move,2,1,21.25,3.0354,418.14,4.3289,1,-1.2934999999999999
4221,lumber,move,2,1,2.47,2.1038,418.14,4.3289,1,-2.2251
4222,give,cause,1,1,1167.82,4.775,310.04,4.199,0,-0.5760000000000005
4223,operate,cause,3,1,13.37,2.8344,310.04,4.199,2,-1.3645999999999998
4224,generate,cause,3,1,2.43,2.0969,310.04,4.199,2,-2.1020999999999996
4225,germinate,cause,3,1,0.02,0.301,310.04,4.199,2,-3.8979999999999997
4226,cost,cause,1,1,54.92,3.4475,310.04,4.199,0,0.7515000000000001
4227,sweat,toil,1,1,21.86,3.0477,1.0,1.716,0,-1.3316999999999999
4228,muster,rally,2,2,1.49,1.8865,7.22,2.567,0,0.6805000000000001
4229,mobilize,rally,3,2,1.02,1.7243,7.22,2.567,1,-0.8427000000000002
4230,designate,assign,3,2,0.61,1.5051,2.71,2.143,1,-0.6378999999999997
4231,admonish,inform,3,2,0.08,0.699,12.63,2.8096,1,-2.1106000000000003
4232,hoard,hide,1,1,0.45,1.3802,69.69,3.5508,0,2.1706000000000003
4233,smother,hide,2,1,1.18,1.7853,69.69,3.5508,1,-1.7655
4234,court,seek,1,1,100.73,3.7108,18.31,2.9708,0,-0.7399999999999998
4235,deform,twist,2,1,0.12,0.8451,12.61,2.8089,1,-1.9638
4236,allude,indicate,2,3,0.2,1.0414,8.33,2.6294,1,1.5879999999999999
4237,pay,hire,1,2,254.61,4.1135,25.53,3.1149,1,-0.9986000000000002
4238,charter,hire,2,2,2.96,2.1818,25.53,3.1149,0,0.9331
4239,prosper,succeed,2,2,1.1,1.7559,9.45,2.6839,0,0.9279999999999999
4240,obtain,succeed,2,2,3.73,2.281,9.45,2.6839,0,0.4028999999999998
4241,display,discover,2,3,8.53,2.6395,12.04,2.7889,1,0.14939999999999998
4242,meet,satisfy,1,3,352.27,4.2545,5.61,2.4579,2,-1.7966000000000002
4243,meet,assemble,1,3,352.27,4.2545,3.2,2.2148,2,-2.0397000000000003
4244,collect,assemble,2,3,20.0,3.009,3.2,2.2148,1,-0.7942
4245,key,describe,1,2,86.86,3.6465,16.98,2.938,1,-0.7084999999999999
4246,stretch,load,1,1,14.67,2.8745,29.22,3.1735,0,0.2990000000000004
4247,prepare,load,2,1,33.55,3.2335,29.22,3.1735,1,0.05999999999999961
4248,stretch,tighten,1,2,14.67,2.8745,2.86,2.1673,1,-0.7071999999999998
4249,alarm,disturb,2,2,29.84,3.1827,11.1,2.7536,0,-0.42910000000000004
4250,touch,disturb,1,2,147.73,3.8771,11.1,2.7536,1,-1.1235
4251,alarm,frighten,2,2,29.84,3.1827,6.35,2.5119,0,-0.6708000000000003
4252,scare,frighten,1,2,33.57,3.2338,6.35,2.5119,1,-0.7219000000000002
4253,flash,flip,1,1,15.35,2.8943,14.27,2.8627,0,-0.03160000000000007
4254,bid,offer,1,2,12.59,2.8082,74.71,3.581,1,0.7728000000000002
4255,put,offer,1,2,828.45,4.6258,74.71,3.581,1,-1.0448
4256,put,place,1,1,828.45,4.6258,602.67,4.4877,0,-0.13809999999999967
4257,identify,place,4,1,16.18,2.917,602.67,4.4877,3,-1.5707000000000004
4258,aim,place,1,1,14.86,2.8802,602.67,4.4877,0,1.6075000000000004
4259,rate,place,1,1,24.92,3.1045,602.67,4.4877,0,1.3832000000000004
4260,put,fix,1,1,828.45,4.6258,86.78,3.6461,0,-0.9796999999999998
4261,plant,fix,1,1,27.61,3.1489,86.78,3.6461,0,0.4972000000000003
4262,confirm,fix,2,1,14.43,2.8675,86.78,3.6461,1,-0.7786
4263,determine,fix,3,1,8.39,2.6325,86.78,3.6461,2,-1.0136000000000003
4264,deposit,fix,3,1,10.8,2.7419,86.78,3.6461,2,-0.9042000000000003
4265,improve,advance,2,2,8.1,2.617,15.98,2.9117,0,0.2947000000000002
4266,win,advance,1,2,134.65,3.8368,15.98,2.9117,1,-0.9251
4267,enhance,advance,2,2,2.45,2.1004,15.98,2.9117,0,0.8113000000000001
4268,improve,amend,2,2,8.1,2.617,0.75,1.5911,0,-1.0259
4269,repair,amend,2,2,8.82,2.6542,0.75,1.5911,0,-1.0631
4270,demonstrate,evidence,3,3,4.67,2.3784,85.0,3.6371,0,1.2587000000000002
4271,gather,amass,2,2,15.67,2.9031,0.06,0.6021,0,-2.3009999999999997
4272,compile,amass,2,2,0.53,1.4472,0.06,0.6021,0,-0.8451000000000001
4273,salvage,save,2,1,4.12,2.3243,162.31,3.918,1,-1.5937000000000001
4274,rescue,save,2,1,25.41,3.1129,162.31,3.918,1,-0.8051000000000004
4275,express,denote,2,2,17.92,2.9614,0.08,0.699,0,-2.2624
4276,fight,strive,1,1,201.08,4.011,1.31,1.8325,0,-2.1785
4277,supersede,omit,3,2,0.16,0.9542,0.27,1.1761,1,-0.22189999999999988
4278,believe,suppose,2,2,625.14,4.5036,125.8,3.8073,0,-0.6962999999999995
4279,conceive,suppose,2,2,2.29,2.0719,125.8,3.8073,0,1.7354000000000003
4280,abandon,leave,3,1,8.1,2.617,560.71,4.4563,2,-1.8392999999999997
4281,quit,leave,1,1,90.1,3.6624,560.71,4.4563,0,0.7938999999999998
4282,will,leave,1,1,2123.65,5.0347,560.71,4.4563,0,-0.5784000000000002
4283,swoon,lose,1,1,0.61,1.5051,164.35,3.9234,0,2.4183
4284,urge,crowd,1,1,6.65,2.5315,37.37,3.2804,0,0.7489000000000003
4285,urge,instigate,1,3,6.65,2.5315,0.2,1.0414,2,-1.4900999999999998
4286,urge,recommend,1,3,6.65,2.5315,14.0,2.8543,2,0.3228
4287,summon,convene,2,2,3.86,2.2967,0.76,1.6021,0,-0.6945999999999999
4288,assemble,convene,3,2,3.2,2.2148,0.76,1.6021,1,0.6126999999999998
4289,require,need,3,1,10.63,2.7348,1294.9,4.8198,2,-2.085
4290,begin,reintroduce,2,4,56.98,3.4634,0.18,1.0,2,-2.4634
4291,smother,strangle,2,2,1.18,1.7853,4.37,2.3502,0,0.5649
4292,cope,struggle,1,2,3.25,2.2227,13.37,2.8344,1,0.6116999999999999
4293,recognize,distinguish,3,3,34.31,3.2433,1.78,1.9638,0,-1.2795
4294,characterize,distinguish,4,3,0.69,1.5563,1.78,1.9638,1,-0.4075
4295,recognize,reexamine,3,4,34.31,3.2433,0.29,1.2041,1,-2.0392
4296,recognize,own,3,1,34.31,3.2433,459.2,4.3696,2,-1.1263
4297,recognize,greet,3,1,34.31,3.2433,5.25,2.4298,2,0.8134999999999999
4298,experiment,experience,4,4,16.2,2.9175,60.55,3.4898,0,0.5722999999999998
4299,plant,devise,1,2,27.61,3.1489,0.63,1.5185,1,-1.6303999999999998
4300,growl,rumble,1,2,0.98,1.7076,2.73,2.1461,1,0.4385000000000001
4301,weigh,press,1,1,7.12,2.5611,60.2,3.4873,0,0.9261999999999997
4302,campaign,press,2,1,16.78,2.933,60.2,3.4873,1,-0.5543
4303,compress,press,2,1,0.61,1.5051,60.2,3.4873,1,-1.9821999999999997
4304,tolerate,brook,3,1,6.94,2.5502,2.04,2.0212,2,0.5289999999999999
4305,tolerate,indulge,3,2,6.94,2.5502,2.88,2.1703,1,0.3798999999999997
4306,relegate,submit,3,2,0.04,0.4771,5.53,2.4518,1,-1.9747
4307,diminish,dwindle,3,2,0.82,1.6335,0.1,0.7782,1,0.8553
4308,fix,nail,1,1,86.78,3.6461,18.65,2.9786,0,-0.6675
4309,torment,afflict,2,2,2.73,2.1461,0.08,0.699,0,-1.4471000000000003
4310,reprint,reissue,2,3,0.14,0.9031,0.08,0.699,1,-0.20410000000000006
4311,dwarf,shrink,1,1,3.08,2.1987,11.31,2.7619,0,0.5631999999999997
4312,canonize,glorify,3,3,0.04,0.4771,0.37,1.301,0,0.8238999999999999
4313,exalt,glorify,2,3,0.2,1.0414,0.37,1.301,1,0.25959999999999983
4314,bestow,accord,2,2,1.1,1.7559,1.63,1.9243,0,0.16839999999999988
4315,dictate,suggest,2,2,1.75,1.9542,39.24,3.3015,0,1.3473
4316,dictate,urge,2,1,1.75,1.9542,6.65,2.5315,1,-0.5772999999999999
4317,encourage,urge,3,1,6.04,2.49,6.65,2.5315,2,-0.04149999999999965
4318,cheer,urge,1,1,18.69,2.9795,6.65,2.5315,0,-0.44799999999999995
4319,recount,mention,2,2,0.73,1.5798,59.47,3.482,0,1.9022000000000001
4320,suggest,evoke,2,2,39.24,3.3015,0.29,1.2041,0,-2.0974
4321,suggest,seduce,2,2,39.24,3.3015,3.45,2.248,0,-1.0534999999999997
4322,make,seduce,1,2,1387.75,4.8499,3.45,2.248,1,-2.6018999999999997
4323,flower,bloom,2,1,22.76,3.0652,5.51,2.4502,1,0.6149999999999998
4324,specify,qualify,3,3,0.9,1.6721,4.1,2.3222,0,0.6501000000000001
4325,specify,determine,3,3,0.9,1.6721,8.39,2.6325,0,0.9603999999999999
4326,run,determine,1,3,350.55,4.2523,8.39,2.6325,2,-1.6198000000000001
4327,document,power,3,2,10.1,2.7126,149.02,3.8809,1,-1.1683
4328,document,commission,3,3,10.1,2.7126,13.78,2.8476,0,0.1349999999999998
4329,matter,weigh,2,1,370.59,4.2765,7.12,2.5611,1,1.7154000000000003
4330,matter,concern,2,2,370.59,4.2765,26.12,3.1248,0,-1.1517000000000004
4331,occupy,concern,3,2,2.47,2.1038,26.12,3.1248,1,-1.021
4332,coil,fold,1,1,1.61,1.9191,8.63,2.6444,0,0.7253000000000001
4333,sustain,uphold,2,2,2.67,2.1367,2.41,2.0934,0,-0.043299999999999894
4334,speak,say,1,1,187.18,3.9799,1639.78,4.9224,0,0.9424999999999994
4335,refuse,say,2,1,20.98,3.0298,1639.78,4.9224,1,-1.8925999999999998
4336,withdraw,remove,2,2,6.61,2.5289,21.25,3.0354,0,0.5065
4337,purge,remove,1,2,1.61,1.9191,21.25,3.0354,1,1.1163
4338,supplant,remove,2,2,0.06,0.6021,21.25,3.0354,0,2.4333
4339,trust,entrust,1,2,178.18,3.9585,0.73,1.5798,1,-2.3787
4340,mutilate,maim,3,1,0.57,1.4771,0.43,1.3617,2,0.11540000000000017
4341,prevent,prohibit,2,3,13.06,2.8241,0.47,1.3979,1,-1.4262000000000001
4342,revoke,withdraw,2,2,0.73,1.5798,6.61,2.5289,0,0.9491
4343,disengage,withdraw,3,2,1.06,1.7404,6.61,2.5289,1,-0.7885000000000002
4344,represent,depict,3,2,15.16,2.8887,0.53,1.4472,1,1.4415
4345,offer,propose,2,2,74.71,3.581,13.0,2.8222,0,-0.7587999999999999
4346,offer,threaten,2,2,74.71,3.581,8.53,2.6395,0,-0.9415
4347,jeopardize,threaten,3,2,2.88,2.1703,8.53,2.6395,1,-0.46919999999999984
4348,pump,breathe,1,1,12.65,2.8102,48.51,3.3936,0,0.5834000000000001
4349,pilot,navigate,2,3,26.67,3.1339,1.92,1.9956,1,-1.1383
4350,relieve,aid,2,1,5.57,2.4548,13.9,2.8513,1,-0.3965000000000001
4351,vanish,fade,2,1,3.2,2.2148,5.61,2.4579,1,-0.2431000000000001
4352,conduct,oversee,2,3,11.1,2.7536,1.33,1.8388,1,-0.9148000000000001
4353,conduct,manage,2,2,11.1,2.7536,21.47,3.0398,0,0.2862
4354,fetch,trick,1,1,10.96,2.7482,47.27,3.3824,0,0.6341999999999999
4355,shift,trick,1,1,22.82,3.0663,47.27,3.3824,0,0.31610000000000005
4356,fetch,convey,1,2,10.96,2.7482,2.67,2.1367,1,-0.6115000000000004
4357,continue,resume,3,2,49.55,3.4028,5.69,2.4639,1,0.9388999999999998
4358,end,aim,1,1,265.86,4.1323,14.86,2.8802,0,-1.2521
4359,train,aim,1,1,95.06,3.6857,14.86,2.8802,0,-0.8055000000000003
4360,legislate,pass,3,1,0.31,1.2304,108.12,3.7415,2,-2.5111
4361,outstrip,pass,2,1,0.08,0.699,108.12,3.7415,1,-3.0425
4362,attach,seize,2,1,2.47,2.1038,4.82,2.3927,1,-0.28889999999999993
4363,confiscate,seize,3,1,0.98,1.7076,4.82,2.3927,2,-0.6851
4364,stuff,pack,1,1,306.92,4.1946,43.82,3.3495,0,-0.8451000000000004
4365,subscribe,agree,2,2,0.86,1.6532,64.67,3.5184,0,1.8652000000000002
4366,harmonize,agree,3,2,0.1,0.7782,64.67,3.5184,1,-2.7402
4367,consign,agree,2,2,0.2,1.0414,64.67,3.5184,0,2.4770000000000003
4368,learn,watch,1,1,118.57,3.7816,330.02,4.2261,0,0.4444999999999997
4369,learn,acquire,1,3,118.57,3.7816,2.65,2.1335,2,-1.6481
4370,absorb,acquire,2,3,1.98,2.0086,2.65,2.1335,1,0.12490000000000023
4371,regulate,govern,3,2,0.76,1.6021,1.22,1.7993,1,-0.19719999999999982
4372,harass,badger,2,2,1.33,1.8388,1.75,1.9542,0,0.11539999999999995
4373,assure,vouch,2,1,20.02,3.0095,2.47,2.1038,1,0.9057
4374,carry,acquit,2,2,65.9,3.5266,0.47,1.3979,0,-2.1287000000000003
4375,exonerate,acquit,4,2,0.71,1.5682,0.47,1.3979,2,0.17030000000000012
4376,categorize,classify,4,3,0.16,0.9542,0.63,1.5185,1,-0.5642999999999999
4377,rescind,revoke,2,2,0.53,1.4472,0.73,1.5798,0,0.13260000000000005
4378,overturn,revoke,3,2,0.37,1.301,0.73,1.5798,1,-0.27880000000000016
4379,replenish,fill,3,1,0.51,1.4314,43.94,3.3506,2,-1.9192
4380,fulfill,fill,2,1,3.9,2.301,43.94,3.3506,1,-1.0495999999999999
4381,endanger,imperil,3,3,1.67,1.9345,0.08,0.699,0,-1.2355
4382,run,bleed,1,1,350.55,4.2523,10.1,2.7126,0,-1.5396999999999998
4383,run,flow,1,1,350.55,4.2523,13.75,2.8463,0,-1.4060000000000001
4384,set,flow,1,1,231.47,4.0721,13.75,2.8463,0,-1.2258
4385,remold,reshape,2,2,0.02,0.301,0.22,1.0792,0,0.7782
4386,nurture,nourish,2,2,0.73,1.5798,0.43,1.3617,0,-0.21810000000000018
4387,save,hoard,1,1,162.31,3.918,0.45,1.3802,0,-2.5378
4388,save,salvage,1,2,162.31,3.918,4.12,2.3243,1,-1.5937000000000001
4389,apprehend,catch,3,1,1.43,1.8692,135.51,3.8396,2,-1.9704
4390,capture,catch,2,1,10.59,2.7332,135.51,3.8396,1,-1.1063999999999998
4391,apprehend,expect,3,2,1.43,1.8692,103.9,3.7243,1,-1.8551
4392,interpret,expound,3,2,2.45,2.1004,0.1,0.7782,1,1.3222
4393,have,require,1,3,6161.41,5.4973,10.63,2.7348,2,-2.7625
4394,involve,require,2,3,6.47,2.5198,10.63,2.7348,1,0.21499999999999986
4395,betray,wander,2,2,9.14,2.6693,5.86,2.4771,0,-0.1921999999999997
4396,betray,denounce,2,2,9.14,2.6693,0.86,1.6532,0,-1.0160999999999998
4397,betray,fail,2,1,9.14,2.6693,24.59,3.0986,1,-0.4293
4398,die,fail,1,1,261.14,4.1245,24.59,3.0986,0,-1.0259000000000005
4399,bomb,fail,1,1,53.65,3.4373,24.59,3.0986,0,-0.3387000000000002
4400,defect,fail,2,1,2.47,2.1038,24.59,3.0986,1,-0.9947999999999997
4401,guide,steer,1,1,17.84,2.9595,5.98,2.4857,0,-0.4737999999999998
4402,tutor,teach,2,1,4.61,2.3729,72.84,3.5701,1,-1.1972
4403,associate,affiliate,4,4,8.98,2.6618,0.29,1.2041,0,-1.4577
4404,ruin,overthrow,2,3,28.53,3.1632,1.35,1.8451,1,-1.3180999999999998
4405,simulate,pretend,3,2,1.16,1.7782,40.31,3.3132,1,-1.5350000000000001
4406,match,correspond,1,3,49.43,3.4017,0.94,1.6902,2,-1.7115
4407,answer,correspond,2,3,176.2,3.9536,0.94,1.6902,1,-2.2634
4408,parallel,correspond,3,3,4.39,2.3522,0.94,1.6902,0,-0.6619999999999999
4409,correlate,correspond,3,3,0.37,1.301,0.94,1.6902,0,0.3892
4410,match,equalize,1,3,49.43,3.4017,0.2,1.0414,2,-2.3602999999999996
4411,maroon,strand,2,1,1.2,1.7924,1.84,1.9777,1,-0.18530000000000002
4412,profess,confess,2,2,0.35,1.2788,15.84,2.9079,0,1.6291000000000002
4413,ripen,gather,2,2,0.27,1.1761,15.67,2.9031,0,1.7269999999999999
4414,assemble,gather,3,2,3.2,2.2148,15.67,2.9031,1,-0.6882999999999999
4415,guess,believe,1,2,453.98,4.3646,625.14,4.5036,1,0.13899999999999935
4416,set,rig,1,1,231.47,4.0721,8.63,2.6444,0,-1.4276999999999997
4417,set,adjust,1,2,231.47,4.0721,5.63,2.4594,1,-1.6126999999999998
4418,accommodate,adjust,4,2,2.14,2.0414,5.63,2.4594,2,-0.41800000000000015
4419,set,sit,1,1,231.47,4.0721,311.35,4.2009,0,0.12880000000000003
4420,deviate,vary,3,2,0.75,1.5911,0.92,1.6812,1,-0.09010000000000007
4421,contemplate,design,3,2,1.24,1.8062,16.2,2.9175,1,-1.1113
4422,risk,endanger,1,3,49.04,3.3983,1.67,1.9345,2,-1.4637999999999998
4423,overturn,cast,3,1,0.37,1.301,23.14,3.0722,2,-1.7712
4424,hurl,cast,1,1,1.35,1.8451,23.14,3.0722,0,1.2271
4425,overturn,subvert,3,2,0.37,1.301,0.33,1.2553,1,0.04569999999999985
4426,overturn,destroy,3,2,0.37,1.301,47.18,3.3815,1,-2.0805
4427,expunge,destroy,2,2,0.1,0.7782,47.18,3.3815,0,2.6033
4428,override,destroy,3,2,5.16,2.4216,47.18,3.3815,1,-0.9598999999999998
4429,destruct,destroy,2,2,0.61,1.5051,47.18,3.3815,0,1.8763999999999998
4430,resist,obstruct,2,2,12.88,2.8182,0.59,1.4914,0,-1.3268
4431,describe,narrate,2,2,16.98,2.938,0.24,1.1139,0,-1.8241000000000003
4432,tell,narrate,1,2,1724.49,4.9442,0.24,1.1139,1,-3.8303000000000003
4433,recall,think,2,1,19.67,3.0017,2691.39,5.1376,1,-2.1359
4434,imagine,think,3,1,81.04,3.6164,2691.39,5.1376,2,-1.5211999999999999
4435,recall,retrieve,2,2,19.67,3.0017,4.12,2.3243,0,-0.6774
4436,recover,retrieve,3,2,8.02,2.6128,4.12,2.3243,1,0.2885
4437,contend,combat,2,2,0.94,1.6902,13.84,2.8494,0,1.1592000000000002
4438,contend,cope,2,1,0.94,1.6902,3.25,2.2227,1,-0.5325000000000002
4439,discard,eliminate,2,4,1.08,1.7482,5.98,2.4857,2,0.7375
4440,decimate,eliminate,3,4,0.18,1.0,5.98,2.4857,1,1.4857
4441,mention,remember,2,3,59.47,3.482,542.47,4.442,1,0.96
4442,mention,remark,2,2,59.47,3.482,4.39,2.3522,0,-1.1298000000000004
4443,reverse,repeal,2,2,10.98,2.749,0.16,0.9542,0,-1.7948
4444,jam,block,1,1,13.53,2.8395,40.53,3.3156,0,0.47609999999999975
4445,extol,laud,2,1,0.04,0.4771,0.12,0.8451,1,-0.36799999999999994
4446,peal,ring,1,1,0.14,0.9031,92.75,3.675,0,2.7718999999999996
4447,band,ring,1,1,53.41,3.4354,92.75,3.675,0,0.2395999999999998
4448,embrace,accept,2,2,7.57,2.5877,52.78,3.4302,0,0.8425000000000002
4449,obtain,receive,2,2,3.73,2.281,19.45,2.9969,0,0.7159
4450,borrow,receive,2,2,29.31,3.1749,19.45,2.9969,0,-0.17799999999999994
4451,excrete,expel,2,2,0.04,0.4771,1.37,1.8513,0,1.3741999999999999
4452,shift,stir,1,1,22.82,3.0663,5.9,2.48,0,-0.5863
4453,enumerate,relate,4,2,0.02,0.301,4.75,2.3856,2,-2.0846
4454,renounce,quit,2,1,1.69,1.9395,90.1,3.6624,1,-1.7228999999999999
4455,bewilder,baffle,3,2,0.04,0.4771,0.16,0.9542,1,-0.4771
4456,drum,beat,1,1,8.47,2.6365,131.69,3.8272,0,1.1907
4457,bash,beat,1,1,3.27,2.2253,131.69,3.8272,0,1.6019
4458,repeal,suppress,2,2,0.16,0.9542,1.49,1.8865,0,0.9323
4459,restrain,suppress,2,2,1.53,1.8976,1.49,1.8865,0,-0.011099999999999888
4460,limit,confine,2,2,13.02,2.8228,0.98,1.7076,0,-1.1152
4461,counter,oppose,2,2,13.9,2.8513,2.16,2.0453,0,-0.806
4462,counterbalance,oppose,4,2,0.22,1.0792,2.16,2.0453,2,-0.9661000000000002
4463,speed,favor,1,2,41.25,3.3233,70.76,3.5575,1,0.23419999999999996
4464,ignite,kindle,2,2,1.0,1.716,0.18,1.0,0,-0.716
4465,liquidate,kill,3,1,0.76,1.6021,452.57,4.3633,2,-2.7611999999999997
4466,order,draft,2,1,156.57,3.9023,7.27,2.5705,1,1.3317999999999999
4467,develop,germinate,3,3,9.61,2.6911,0.02,0.301,0,-2.3901
4468,develop,disentangle,3,4,9.61,2.6911,0.06,0.6021,1,-2.089
4469,hug,cuddle,1,2,19.33,2.9943,2.16,2.0453,1,-0.9489999999999998
4470,hug,caress,1,2,19.33,2.9943,1.35,1.8451,1,-1.1492
4471,situate,posit,3,2,0.1,0.7782,0.12,0.8451,1,-0.06689999999999996
4472,better,surpass,2,2,794.0,4.6074,0.35,1.2788,0,-3.3286000000000002
4473,cap,surpass,1,2,18.75,2.9809,0.35,1.2788,1,-1.7021000000000002
4474,deck,decorate,1,3,23.76,3.0839,2.31,2.0755,2,-1.0084
4475,claw,scratch,1,1,4.37,2.3502,18.84,2.9832,0,0.633
4476,grasp,comprehend,1,3,4.57,2.3692,1.84,1.9777,2,-0.3915000000000002
4477,sort,type,1,1,148.71,3.88,60.65,3.4905,0,-0.38949999999999996
4478,sort,adapt,1,2,148.71,3.88,2.63,2.1303,1,-1.7496999999999998
4479,propagate,generate,3,3,0.37,1.301,2.43,2.0969,0,0.7959000000000003
4480,room,board,1,1,439.51,4.3506,64.16,3.5149,0,-0.8357000000000001
4481,arraign,accuse,2,2,0.14,0.9031,5.69,2.4639,0,1.5608000000000002
4482,catch,snare,1,1,135.51,3.8396,0.76,1.6021,0,-2.2375
4483,catch,enchant,1,2,135.51,3.8396,0.37,1.301,1,-2.5385999999999997
4484,transport,enchant,2,2,11.2,2.7574,0.37,1.301,0,-1.4564000000000001
4485,catch,snatch,1,1,135.51,3.8396,3.9,2.301,0,-1.5385999999999997
4486,forbid,disallow,2,3,8.55,2.6405,0.02,0.301,1,-2.3394999999999997
4487,depict,interpret,2,3,0.53,1.4472,2.45,2.1004,1,0.6532
4488,elucidate,interpret,4,3,0.12,0.8451,2.45,2.1004,1,-1.2553
4489,construe,interpret,2,3,0.29,1.2041,2.45,2.1004,1,0.8963000000000001
4490,understand,interpret,3,3,482.45,4.391,2.45,2.1004,0,-2.2906
4491,absorb,ingest,2,2,1.98,2.0086,0.45,1.3802,0,-0.6283999999999998
4492,absorb,incorporate,2,4,1.98,2.0086,0.76,1.6021,2,-0.40649999999999986
4493,embody,incorporate,3,4,0.31,1.2304,0.76,1.6021,1,0.37170000000000014
4494,advise,notify,2,3,12.2,2.7945,7.2,2.5658,1,-0.22870000000000035
4495,inform,notify,2,3,12.63,2.8096,7.2,2.5658,1,-0.24380000000000024
4496,amass,compile,2,2,0.06,0.6021,0.53,1.4472,0,0.8451000000000001
4497,educate,cultivate,3,3,2.04,2.0212,0.94,1.6902,0,-0.33099999999999996
4498,educate,enlighten,3,3,2.04,2.0212,2.12,2.0374,0,0.016199999999999992
4499,taste,sample,1,2,51.31,3.418,14.59,2.8722,1,-0.5458000000000003
4500,disbelieve,reject,3,2,0.16,0.9542,4.24,2.3365,1,-1.3822999999999999
4501,disapprove,reject,3,2,1.14,1.7709,4.24,2.3365,1,-0.5656000000000001
